"Id","Player","FantPt","Season","Age","Team","G","GS","FantPt","PPR","FantPt","PPR/G","Pos"
1626,"Chop Robinson","0.0",2024,21,"MIA",17,1,"0.0","0.0","0.00","0.00","LB"
1627,"Curtis Robinson","0.0",2024,26,"SFO",3,0,"0.0","0.0","0.00","0.00","LB"
1628,"Darius Robinson","0.0",2024,23,"ARI",6,0,"0.0","0.0","0.00","0.00","DL"
1629,"Demarcus Robinson","92.5",2024,30,"LAR",17,17,"92.5","123.5","5.44","7.26","WR"
1630,"Dominique Robinson","0.0",2024,26,"CHI",6,1,"0.0","0.0","0.00","0.00","DL"
1631,"Jammie Robinson","0.0",2024,23,"CAR",6,0,"0.0","0.0","0.00","0.00","S"
1632,"Janarius Robinson","0.0",2024,25,"LVR",10,1,"0.0","0.0","0.00","0.00","DE"
1633,"Keilan Robinson","0.0",2024,24,"JAX",6,0,"0.0","0.0","0.00","0.00","RB"
1634,"Layden Robinson","0.0",2024,23,"NWE",13,11,"0.0","0.0","0.00","0.00","G"
1635,"Mark Robinson","0.0",2024,25,"PIT",17,0,"0.0","0.0","0.00","0.00","LB"
1636,"Tavius Robinson","0.0",2024,25,"BAL",17,7,"0.0","0.0","0.00","0.00","OLB"
1637,"Tyrese Robinson","0.0",2024,25,"NWE",1,0,"0.0","0.0","0.00","0.00","G"
1638,"Wan'Dale Robinson","89.7",2024,23,"NYG",17,7,"89.7","182.7","5.28","10.75","WR"
1639,"Robert Rochell","0.0",2024,26,"GNB",11,0,"0.0","0.0","0.00","0.00","CB"
1640,"Aaron Rodgers","256.6",2024,41,"NYJ",17,17,"256.6","256.6","15.09","15.09","QB"
1641,"Isaiah Rodgers","0.0",2024,26,"PHI",15,3,"0.0","0.0","0.00","0.00","CB"
1642,"Chris Rodriguez","30.5",2024,24,"WAS",9,0,"30.5","31.5","3.39","3.5","RB"
1643,"Levi Drake Rodriguez","0.0",2024,24,"MIN",2,0,"0.0","0.0","0.00","0.00","DL"
1644,"Malcolm Rodriguez","0.0",2024,25,"DET",10,6,"0.0","0.0","0.00","0.00","RLB"
1645,"Casey Rogers","0.0",2024,26,"NYG",2,0,"0.0","0.0","0.00","0.00","DL"
1646,"Christian Roland-Wallace","0.0",2024,23,"KAN",17,2,"0.0","0.0","0.00","0.00","CB"
1647,"John Parker Romo","42.0",2024,27,"MIN",4,0,"42.0","42.0","10.5","10.5","K"
1648,"Roger Rosengarten","0.0",2024,22,"BAL",17,14,"0.0","0.0","0.00","0.00","RT"
1649,"D'Angelo Ross","0.0",2024,28,"HOU",10,2,"0.0","0.0","0.00","0.00","CB"
1650,"John Ross","0.6",2024,29,"PHI",1,0,"0.6","1.6","0.6","1.6","WR"
1651,"Josh Ross","0.0",2024,25,"BAL,SEA",17,0,"0.0","0.0","0.00","0.00","LB"
1652,"Justyn Ross","0.0",2024,25,"KAN",2,0,"0.0","0.0","0.00","0.00","WR"
1653,"Walter Rouse","0.0",2024,23,"MIN",1,0,"0.0","0.0","0.00","0.00","T"
1654,"Gregory Rousseau","0.0",2024,24,"BUF",16,16,"0.0","0.0","0.00","0.00","RDE"
1655,"Jaquelin Roy","0.0",2024,24,"NWE",6,1,"0.0","0.0","0.00","0.00","DT"
1656,"Christian Rozeboom","0.0",2024,27,"LAR",17,11,"0.0","0.0","0.00","0.00","RLB"
1657,"Jeremy Ruckert","10.5",2024,24,"NYJ",17,9,"10.5","28.5","0.62","1.68","TE"
1658,"Mason Rudolph","95.8",2024,29,"TEN",8,5,"95.8","95.8","11.98","11.98","QB"
1659,"Cesar Ruiz","0.0",2024,25,"NOR",13,13,"0.0","0.0","0.00","0.00","RG"
1660,"Jon Runyan Jr.","0.0",2024,27,"NYG",13,13,"0.0","0.0","0.00","0.00","LG"
1661,"Andrew Rupcich","0.0",2024,25,"TEN",7,0,"0.0","0.0","0.00","0.00","OL"
1662,"Cooper Rush","109.6",2024,31,"DAL",12,8,"109.6","109.6","9.13","9.13","QB"
1663,"Darius Rush","0.0",2024,24,"PIT",2,0,"0.0","0.0","0.00","0.00","CB"
1664,"Brady Russell","0.0",2024,26,"SEA",11,0,"0.0","0.0","0.00","0.00","TE"
1665,"J.J. Russell","0.0",2024,26,"TAM",16,3,"0.0","0.0","0.00","0.00","LB"
1666,"Chad Ryland","118.0",2024,25,"ARI",13,0,"118.0","118.0","9.08","9.08","K"
1667,"Mike Sainristil","0.0",2024,24,"WAS",17,16,"0.0","0.0","0.00","0.00","RCB"
1668,"Nick Saldiveri","0.0",2024,24,"NOR",11,6,"0.0","0.0","0.00","0.00","OL"
1669,"Jamaree Salyer","0.0",2024,24,"LAC",17,4,"0.0","0.0","0.00","0.00","OL"
1670,"Andre' Sam","0.0",2024,25,"PHI",1,0,"0.0","0.0","0.00","0.00","S"
1671,"Drew Sample","16.5",2024,28,"CIN",17,15,"16.5","36.5","0.97","2.15","TE"
1672,"Asante Samuel Jr.","0.0",2024,25,"LAC",4,4,"0.0","0.0","0.00","0.00","CB"
1673,"Curtis Samuel","32.7",2024,28,"BUF",14,2,"32.7","63.7","2.34","4.55","WR"
1674,"Deebo Samuel","102.6",2024,28,"SFO",15,15,"102.6","153.6","6.84","10.24","WR"
1675,"Jack Sanborn","0.0",2024,24,"CHI",17,3,"0.0","0.0","0.00","0.00","LB"
1676,"Rigoberto Sanchez","0.0",2024,30,"IND",17,0,"0.0","0.0","0.00","0.00","P"
1677,"Drew Sanders","0.0",2024,24,"DEN",4,0,"0.0","0.0","0.00","0.00","LB"
1678,"Ja'Tavion Sanders","40.2",2024,21,"CAR",16,8,"40.2","73.2","2.51","4.58","TE"
1679,"Jason Sanders","161.0",2024,29,"MIA",17,0,"161.0","161.0","9.47","9.47","K"
1680,"Miles Sanders","53.3",2024,27,"CAR",11,2,"53.3","77.3","4.85","7.03","RB"
1681,"Cairo Santos","104.0",2024,33,"CHI",17,0,"104.0","104.0","6.12","6.12","K"
1682,"Foster Sarell","0.0",2024,26,"LAC",11,0,"0.0","0.0","0.00","0.00","T"
1683,"Eric Saubert","15.7",2024,30,"SFO",17,3,"15.7","26.7","0.92","1.57","TE"
1684,"Khalen Saunders","0.0",2024,28,"NOR",13,10,"0.0","0.0","0.00","0.00","LDT"
1685,"Darnell Savage Jr.","0.0",2024,27,"JAX",13,13,"0.0","0.0","0.00","0.00","FS"
1686,"Max Scharping","0.0",2024,28,"PIT",2,0,"0.0","0.0","0.00","0.00","G"
1687,"Brandon Scherff","0.0",2024,33,"JAX",17,17,"0.0","0.0","0.00","0.00","RG"
1688,"Austin Schlottmann","0.0",2024,29,"NYG",1,0,"0.0","0.0","0.00","0.00","OL"
1689,"John Michael Schmitz","0.0",2024,25,"NYG",15,15,"0.0","0.0","0.00","0.00","C"
1690,"Brenden Schooler","0.0",2024,27,"NWE",17,0,"0.0","0.0","0.00","0.00","S"
1691,"Luke Schoonmaker","30.1",2024,26,"DAL",17,6,"30.1","57.1","1.77","3.36","TE"
1692,"Cody Schrader","0.9",2024,25,"LAR",1,0,"0.9","1.9","0.9","1.9","RB"
1693,"Dalton Schultz","65.2",2024,28,"HOU",17,13,"65.2","118.2","3.84","6.95","TE"
1694,"Wes Schweitzer","0.0",2024,31,"NYJ",4,0,"0.0","0.0","0.00","0.00","OL"
1695,"JK Scott","0.1",2024,29,"LAC",17,0,"0.1","0.1","0.01","0.01","P"
1696,"Nick Scott","0.0",2024,29,"CAR",10,4,"0.0","0.0","0.00","0.00","S"
1697,"Trenton Scott","6.1",2024,30,"WAS",17,1,"6.1","7.1","0.36","0.42","T"
1698,"Tyler Scott","0.5",2024,23,"CHI",11,0,"0.5","1.5","0.05","0.14","WR"
1699,"Juice Scruggs","0.0",2024,24,"HOU",13,13,"0.0","0.0","0.00","0.00","OL"
1700,"Austin Seibert","107.0",2024,28,"WAS",9,0,"107.0","107.0","11.89","11.89","K"
1701,"Trey Sermon","37.8",2024,25,"IND",17,3,"37.8","53.8","2.22","3.16","RB"
1702,"Tim Settle","0.0",2024,27,"HOU",17,11,"0.0","0.0","0.00","0.00","RDT"
1703,"Isaac Seumalo","0.0",2024,31,"PIT",13,13,"0.0","0.0","0.00","0.00","LG"
1704,"Nephi Sewell","0.0",2024,26,"NOR",7,1,"0.0","0.0","0.00","0.00","LB"
1705,"Noah Sewell","0.0",2024,22,"CHI",9,0,"0.0","0.0","0.00","0.00","LB"
1706,"Penei Sewell","0.0",2024,24,"DET",17,17,"0.0","0.0","0.00","0.00","RT"
1707,"Kevon Seymour","0.0",2024,31,"WAS",3,0,"0.0","0.0","0.00","0.00","CB"
1708,"Rashid Shaheed","59.8",2024,26,"NOR",6,5,"59.8","79.8","9.97","13.3","WR"
1709,"Khalil Shakir","106.5",2024,24,"BUF",15,9,"106.5","182.5","7.1","12.17","WR"
1710,"Aaron Shampklin","1.7",2024,25,"PIT",3,0,"1.7","1.7","0.57","0.57","RB"
1711,"Tyrell Shavers","12.9",2024,25,"BUF",3,0,"12.9","13.9","4.3","4.63","WR"
1712,"Kendall Sheffield","0.0",2024,28,"NYJ",6,0,"0.0","0.0","0.00","0.00","CB"
1713,"Duke Shelley","0.0",2024,28,"NYG",1,0,"0.0","0.0","0.00","0.00","CB"
1714,"Coleman Shelton","0.0",2024,29,"CHI",17,17,"0.0","0.0","0.00","0.00","C"
1715,"Laviska Shenault Jr.","5.7",2024,26,"LAC,SEA",12,2,"5.7","10.7","0.48","0.89","WR"
1716,"John Samuel Shenker","0.7",2024,26,"LVR",8,0,"0.7","1.7","0.09","0.21","TE"
1717,"Sterling Shepard","48.3",2024,31,"TAM",14,5,"48.3","80.3","3.45","5.74","WR"
1718,"Nathan Shepherd","0.0",2024,31,"NOR",16,13,"0.0","0.0","0.00","0.00","RDT"
1719,"Dakoda Shepley","0.0",2024,30,"DAL",3,0,"0.0","0.0","0.00","0.00","T"
1720,"Trent Sherfield","14.3",2024,28,"MIN",17,1,"14.3","22.3","0.84","1.31","WR"
1721,"Jamie Sheriff","0.0",2024,24,"CAR,SEA",2,0,"0.0","0.0","0.00","0.00","LB"
1722,"Jamien Sherwood","0.0",2024,24,"NYJ",17,16,"0.0","0.0","0.00","0.00","RILB"
1723,"Will Shipley","11.7",2024,22,"PHI",16,1,"11.7","15.7","0.73","0.98","RB"
1724,"Justin Shorter","0.0",2024,24,"LVR",10,0,"0.0","0.0","0.00","0.00","TE"
1725,"Spencer Shrader","24.0",2024,25,"IND,KAN,NYJ",4,0,"24.0","24.0","6.00","6.00","K"
1726,"Trent Sieg","0.0",2024,29,"DAL",17,0,"0.0","0.0","0.00","0.00","LS"
1727,"Zach Sieler","0.0",2024,29,"MIA",15,15,"0.0","0.0","0.00","0.00","LDE"
1728,"Nesta Jade Silvera","0.0",2024,24,"LVR",7,0,"0.0","0.0","0.00","0.00","DT"
1729,"Isaiah Simmons","0.0",2024,26,"NYG",17,1,"0.0","0.0","0.00","0.00","S"
1730,"Jeffery Simmons","0.0",2024,27,"TEN",16,16,"0.0","0.0","0.00","0.00","DT"
1731,"Justin Simmons","0.0",2024,31,"ATL",16,16,"0.0","0.0","0.00","0.00","FS"
1732,"John Simpson","0.0",2024,27,"NYJ",17,17,"0.0","0.0","0.00","0.00","LG"
1733,"Trenton Simpson","0.0",2024,23,"BAL",17,13,"0.0","0.0","0.00","0.00","RLB"
1734,"Ben Sims","4.2",2024,24,"GNB",17,5,"4.2","8.2","0.25","0.48","TE"
1735,"Steven Sims","0.0",2024,27,"HOU,BAL",9,0,"0.0","0.0","0.00","0.00","WR"
1736,"Devin Singletary","75.6",2024,27,"NYG",15,5,"75.6","96.6","5.04","6.44","RB"
1737,"Alex Singleton","0.0",2024,31,"DEN",3,3,"0.0","0.0","0.00","0.00","LB"
1738,"Ben Sinnott","8.8",2024,22,"WAS",17,2,"8.8","13.8","0.52","0.81","TE"
1739,"JL Skinner","0.0",2024,23,"DEN",14,0,"0.0","0.0","0.00","0.00","S"
1740,"Dan Skipper","6.9",2024,30,"DET",17,5,"6.9","7.9","0.41","0.46","T"
1741,"Peter Skoronski","0.0",2024,23,"TEN",17,17,"0.0","0.0","0.00","0.00","LG"
1742,"Ben Skowronek","6.9",2024,27,"PIT",10,1,"6.9","11.9","0.69","1.19","WR"
1743,"Justin Skule","0.0",2024,28,"TAM",17,5,"0.0","0.0","0.00","0.00","T"
1744,"Rashawn Slater","0.0",2024,25,"LAC",15,15,"0.0","0.0","0.00","0.00","LT"
1745,"Tedarrell Slaton","0.0",2024,27,"GNB",17,17,"0.0","0.0","0.00","0.00","LDT"
1746,"Darius Slay","0.0",2024,33,"PHI",14,14,"0.0","0.0","0.00","0.00","RCB"
1747,"Darius Slayton","71.0",2024,27,"NYG",16,13,"71.0","110.0","4.44","6.88","WR"
1748,"Joey Slye","115.0",2024,28,"NWE",17,0,"115.0","115.0","6.76","6.76","K"
1749,"Stone Smartt","18.8",2024,26,"LAC",15,2,"18.8","34.8","1.25","2.32","TE"
1750,"Ainias Smith","10.7",2024,23,"PHI",7,1,"10.7","17.7","1.53","2.53","WR"
1751,"Braden Smith","0.0",2024,28,"IND",12,12,"0.0","0.0","0.00","0.00","RT"
1752,"Brandon Smith","0.0",2024,26,"NYJ",1,0,"0.0","0.0","0.00","0.00","WR"
1753,"Cam Smith","0.0",2024,24,"MIA",6,0,"0.0","0.0","0.00","0.00","CB"
1754,"Chris Smith","0.0",2024,25,"DET",5,0,"0.0","0.0","0.00","0.00","DL"
1755,"Christopher Smith","0.0",2024,24,"LVR",15,0,"0.0","0.0","0.00","0.00","S"
1756,"DeVonta Smith","131.4",2024,26,"PHI",13,13,"131.4","199.4","10.11","15.34","WR"
1757,"Elerson Smith","0.0",2024,26,"CLE",2,0,"0.0","0.0","0.00","0.00","DE"
1758,"Geno Smith","266.0",2024,34,"SEA",17,17,"266.0","266.0","15.65","15.65","QB"
1759,"Harrison Smith","0.0",2024,35,"MIN",16,16,"0.0","0.0","0.00","0.00","SS"
1760,"Irv Smith Jr.","0.0",2024,26,"HOU",5,1,"0.0","0.0","0.00","0.00","TE"
1761,"Jonnu Smith","134.3",2024,29,"MIA",17,6,"134.3","222.3","7.9","13.08","TE"
1762,"Keidron Smith","0.0",2024,25,"DEN",9,0,"0.0","0.0","0.00","0.00","DB"
1763,"Lecitus Smith","0.0",2024,26,"NWE",8,1,"0.0","0.0","0.00","0.00","C"
1764,"Maason Smith","0.0",2024,22,"JAX",11,5,"0.0","0.0","0.00","0.00","DT"
1765,"Mazi Smith","0.0",2024,23,"DAL",17,17,"0.0","0.0","0.00","0.00","RDT"
1766,"Nolan Smith","0.0",2024,23,"PHI",16,10,"0.0","0.0","0.00","0.00","LOLB"
1767,"Preston Smith","0.0",2024,32,"GNB,PIT",17,9,"0.0","0.0","0.00","0.00","LB"
1768,"Roquan Smith","0.0",2024,27,"BAL",16,16,"0.0","0.0","0.00","0.00","LILB"
1769,"T.J. Smith","0.0",2024,27,"CAR",3,0,"0.0","0.0","0.00","0.00","DT"
1770,"Terell Smith","0.0",2024,25,"CHI",14,2,"0.0","0.0","0.00","0.00","DB"
1771,"Tremon Smith","0.0",2024,28,"DEN",17,0,"0.0","0.0","0.00","0.00","CB"
1772,"Trey Smith","0.0",2024,25,"KAN",17,17,"0.0","0.0","0.00","0.00","RG"
1773,"Tykee Smith","0.0",2024,23,"TAM",13,6,"0.0","0.0","0.00","0.00","S"
1774,"Tyler Smith","0.0",2024,23,"DAL",16,16,"0.0","1.0","0.00","0.06","LG"
1775,"Tyron Smith","0.0",2024,34,"NYJ",10,10,"0.0","0.0","0.00","0.00","LT"
1776,"Xavier Smith","4.2",2024,27,"LAR",15,0,"4.2","6.2","0.28","0.41","WR"
1777,"Za'Darius Smith","0.0",2024,32,"CLE,DET",17,16,"0.0","0.0","0.00","0.00","LDE"
1778,"Ihmir Smith-Marsette","0.0",2024,25,"NYG",15,0,"0.0","0.0","0.00","0.00","WR"
1779,"Jaxon Smith-Njigba","153.0",2024,22,"SEA",17,16,"153.0","253.0","9.00","14.88","WR"
1780,"JuJu Smith-Schuster","35.1",2024,28,"KAN",14,8,"35.1","53.1","2.51","3.79","WR"
1781,"Chau Smith-Wade","0.0",2024,22,"CAR",14,4,"0.0","0.0","0.00","0.00","CB"
1782,"James Smith-Williams","0.0",2024,27,"ATL",10,5,"0.0","0.0","0.00","0.00","DL"
1783,"Dawuane Smoot","0.0",2024,29,"BUF",11,4,"0.0","0.0","0.00","0.00","DE"
1784,"Durham Smythe","5.3",2024,29,"MIA",17,4,"5.3","14.3","0.31","0.84","TE"
1785,"L'Jarius Sneed","0.0",2024,27,"TEN",5,5,"0.0","0.0","0.00","0.00","CB"
1786,"Charles Snowden","0.0",2024,26,"LVR",16,9,"0.0","0.0","0.00","0.00","LDE"
1787,"Javon Solomon","0.0",2024,23,"BUF",14,0,"0.0","0.0","0.00","0.00","DE"
1788,"Colby Sorsdal","0.0",2024,24,"DET",1,0,"0.0","0.0","0.00","0.00","OL"
1789,"Sidy Sow","0.0",2024,26,"NWE",12,1,"0.0","0.0","0.00","0.00","G"
1790,"Brevyn Spann-Ford","8.8",2024,25,"DAL",17,0,"8.8","17.8","0.52","1.05","TE"
1791,"Tyjae Spears","83.6",2024,23,"TEN",12,1,"83.6","113.6","6.97","9.47","RB"
1792,"Baylon Spector","0.0",2024,26,"BUF",11,4,"0.0","0.0","0.00","0.00","LB"
1793,"Ameer Speed","0.0",2024,25,"CHI",2,0,"0.0","0.0","0.00","0.00","CB"
1794,"E.J. Speed","0.0",2024,29,"IND",15,15,"0.0","0.0","0.00","0.00","MLB"
1795,"Omar Speights","0.0",2024,23,"LAR",17,10,"0.0","0.0","0.00","0.00","LILB"
1796,"Robert Spillane","0.0",2024,29,"LVR",17,17,"0.0","0.0","0.00","0.00","MLB"
1797,"Benjamin St-Juste","0.0",2024,27,"WAS",17,14,"0.0","0.0","0.00","0.00","LCB"
1798,"Amon-Ra St. Brown","201.2",2024,25,"DET",17,17,"201.2","316.2","11.84","18.6","WR"
1799,"Equanimeous St. Brown","0.0",2024,28,"NOR",2,0,"0.0","0.0","0.00","0.00","WR"
1800,"Matthew Stafford","214.6",2024,36,"LAR",16,16,"214.6","214.6","13.41","13.41","QB"
1801,"Isaiah Stalbird","0.0",2024,24,"NOR",5,0,"0.0","0.0","0.00","0.00","LB"
1802,"Ronnie Stanley","0.0",2024,30,"BAL",17,17,"0.0","0.0","0.00","0.00","LT"
1803,"Carson Steele","16.9",2024,22,"KAN",17,3,"16.9","23.9","0.99","1.41","RB"
1804,"Terence Steele","0.0",2024,27,"DAL",17,17,"0.0","0.0","0.00","0.00","RT"
1805,"Tyler Steen","0.0",2024,24,"PHI",17,2,"0.0","0.0","0.00","0.00","OL"
1806,"Brandon Stephens","0.0",2024,27,"BAL",17,17,"0.0","0.0","0.00","0.00","RCB"
1807,"Rhamondre Stevenson","142.9",2024,26,"NWE",15,14,"142.9","175.9","9.53","11.73","RB"
1808,"Tyrique Stevenson","0.0",2024,24,"CHI",16,14,"0.0","0.0","0.00","0.00","LCB"
1809,"Reddy Steward","0.0",2024,23,"CHI",1,0,"0.0","0.0","0.00","0.00","CB"
1810,"Grover Stewart","0.0",2024,31,"IND",17,17,"0.0","0.0","0.00","0.00","NT"
1811,"M.J. Stewart","0.0",2024,29,"HOU",15,0,"0.0","0.0","0.00","0.00","S"
1812,"Jarrett Stidham","0.5",2024,28,"DEN",3,0,"0.5","0.5","0.17","0.17","QB"
1813,"Qwan'tez Stiggers","0.0",2024,22,"NYJ",14,1,"0.0","0.0","0.00","0.00","CB"
1814,"Tarheeb Still","0.0",2024,22,"LAC",14,12,"0.0","0.0","0.00","0.00","RCB"
1815,"Ben Stille","0.0",2024,27,"ARI,TAM",6,0,"0.0","0.0","0.00","0.00","DL"
1816,"Dante Stills","0.0",2024,25,"ARI",16,10,"0.0","0.0","0.00","0.00","DT"
1817,"Derek Stingley Jr.","0.0",2024,23,"HOU",17,17,"0.0","0.0","0.00","0.00","LCB"
1818,"Aaron Stinnie","0.0",2024,30,"NYG",16,3,"0.0","0.0","0.00","0.00","G"
1819,"Eric Stokes","0.0",2024,25,"GNB",17,7,"0.0","0.0","0.00","0.00","RCB"
1820,"Chris Stoll","0.0",2024,26,"SEA",17,0,"0.0","0.0","0.00","0.00","LS"
1821,"Jack Stoll","1.0",2024,26,"MIA,PHI",11,2,"1.0","3.0","0.09","0.27","TE"
1822,"Geno Stone","0.0",2024,25,"CIN",17,17,"0.0","0.0","0.00","0.00","SS"
1823,"Ryan Stonehouse","0.0",2024,25,"TEN",17,0,"0.0","0.0","0.00","0.00","P"
1824,"Jordan Stout","0.0",2024,26,"BAL",17,0,"0.0","0.0","0.00","0.00","P"
1825,"Cade Stover","19.3",2024,24,"HOU",15,9,"19.3","34.3","1.29","2.29","TE"
1826,"Brenton Strange","51.1",2024,24,"JAX",17,10,"51.1","91.1","3.01","5.36","TE"
1827,"Cole Strange","0.0",2024,26,"NWE",3,2,"0.0","0.0","0.00","0.00","G"
1828,"Kentavius Street","0.0",2024,28,"ATL",13,0,"0.0","0.0","0.00","0.00","DL"
1829,"Loren Strickland","0.0",2024,24,"DET",7,0,"0.0","0.0","0.00","0.00","S"
1830,"Justin Strnad","0.0",2024,28,"DEN",17,8,"0.0","0.0","0.00","0.00","RILB"
1831,"Greg Stroman","0.0",2024,28,"NYG",4,1,"0.0","0.0","0.00","0.00","CB"
1832,"Pierre Strong","21.2",2024,26,"CLE",14,0,"21.2","35.2","1.51","2.51","RB"
1833,"C.J. Stroud","220.4",2024,23,"HOU",17,17,"220.4","220.4","12.96","12.96","QB"
1834,"Grant Stuard","0.0",2024,26,"IND",17,5,"0.0","0.0","0.00","0.00","LB"
1835,"Andrew Stueber","0.0",2024,25,"CIN",7,0,"0.0","0.0","0.00","0.00","OT"
1836,"Kingsley Suamataia","0.0",2024,21,"KAN",15,2,"0.0","0.0","0.00","0.00","T"
1837,"Stephen Sullivan","0.0",2024,28,"CAR",1,0,"0.0","0.0","0.00","0.00","TE"
1838,"Ty Summers","0.0",2024,29,"NYG",16,2,"0.0","0.0","0.00","0.00","LB"
1839,"Rex Sunahara","0.0",2024,28,"CLE",12,0,"0.0","0.0","0.00","0.00","LS"
1840,"Jalen Sundell","0.0",2024,25,"SEA",12,0,"0.0","0.0","0.00","0.00","C"
1841,"Chazz Surratt","0.0",2024,27,"NYJ",17,5,"0.0","0.0","0.00","0.00","ROLB"
1842,"Patrick Surtain II","0.0",2024,24,"DEN",16,16,"0.0","0.0","0.00","0.00","LCB"
1843,"Cameron Sutton","0.0",2024,29,"PIT",9,2,"0.0","0.0","0.00","0.00","CB"
1844,"Courtland Sutton","159.3",2024,29,"DEN",17,13,"159.3","240.3","9.37","14.14","WR"
1845,"Geoff Swaim","0.7",2024,31,"CLE",8,2,"0.7","1.7","0.09","0.21","TE"
1846,"Josh Sweat","0.0",2024,27,"PHI",16,15,"0.0","0.0","0.00","0.00","RLB"
1847,"Montez Sweat","0.0",2024,28,"CHI",16,16,"0.0","0.0","0.00","0.00","LDE"
1848,"T'Vondre Sweat","0.0",2024,23,"TEN",17,16,"0.0","0.0","0.00","0.00","NT"
1849,"D'Andre Swift","172.5",2024,25,"CHI",17,17,"172.5","214.5","10.15","12.62","RB"
1850,"Tre Swilling","0.0",2024,25,"NYJ",1,0,"0.0","0.0","0.00","0.00","DB"
1851,"Tua Tagovailoa","181.6",2024,26,"MIA",11,11,"181.6","181.6","16.51","16.51","QB"
1852,"Taki Taimani","0.0",2024,25,"MIN",7,0,"0.0","0.0","0.00","0.00","DL"
1853,"Sione Takitaki","0.0",2024,29,"NWE",11,4,"0.0","0.0","0.00","0.00","LB"
1854,"T.J. Tampa","0.0",2024,22,"BAL",7,0,"0.0","0.0","0.00","0.00","CB"
1855,"Teair Tart","0.0",2024,27,"LAC",17,0,"0.0","0.0","0.00","0.00","DT"
1856,"Jahlani Tavai","0.0",2024,28,"NWE",17,16,"0.0","0.0","0.00","0.00","RILB"
1857,"Alontae Taylor","0.0",2024,26,"NOR",17,15,"0.0","0.0","0.00","0.00","LCB"
1858,"Darrell Taylor","0.0",2024,27,"CHI",16,0,"0.0","0.0","0.00","0.00","DL"
1859,"J.J. Taylor","4.4",2024,26,"HOU",5,0,"4.4","6.4","0.88","1.28","RB"
1860,"Ja'Sir Taylor","0.0",2024,25,"LAC",15,2,"0.0","0.0","0.00","0.00","DB"
1861,"Jawaan Taylor","0.0",2024,27,"KAN",16,16,"0.0","0.0","0.00","0.00","RT"
1862,"Jonathan Taylor","226.7",2024,25,"IND",14,13,"226.7","244.7","16.19","17.48","RB"
1863,"Keith Taylor","0.0",2024,26,"KAN",11,0,"0.0","0.0","0.00","0.00","CB"
1864,"Leonard Taylor","0.0",2024,25,"NYJ",14,0,"0.0","0.0","0.00","0.00","DL"
1865,"Patrick Taylor","26.8",2024,26,"SFO",13,1,"26.8","29.8","2.06","2.29","RB"
1866,"Reese Taylor","0.0",2024,25,"DEN",1,0,"0.0","0.0","0.00","0.00","CB"
1867,"Tory Taylor","0.0",2024,27,"CHI",17,0,"0.0","0.0","0.00","0.00","P"
1868,"Trent Taylor","1.1",2024,30,"SFO",2,0,"1.1","2.1","0.55","1.05","WR"
1869,"Trey Taylor","0.0",2024,23,"LVR",9,0,"0.0","0.0","0.00","0.00","S"
1870,"Tyrod Taylor","20.1",2024,35,"NYJ",2,0,"20.1","20.1","10.05","10.05","QB"
1871,"Cam Taylor-Britt","0.0",2024,25,"CIN",17,17,"0.0","0.0","0.00","0.00","LCB"
1872,"Dadrion Taylor-Demerson","0.0",2024,23,"ARI",17,2,"0.0","0.0","0.00","0.00","S"
1873,"Roderic Teamer","0.0",2024,27,"NOR",2,0,"0.0","0.0","0.00","0.00","S"
1874,"Kadeem Telfort","0.0",2024,26,"GNB",16,0,"0.0","0.0","0.00","0.00","T"
1875,"Wyatt Teller","0.0",2024,30,"CLE",13,13,"0.0","0.0","0.00","0.00","RG"
1876,"AJ Terrell","0.0",2024,26,"ATL",17,17,"0.0","0.0","0.00","0.00","LCB"
1877,"Kayvon Thibodeaux","0.0",2024,24,"NYG",12,12,"0.0","0.0","0.00","0.00","ROLB"
1878,"Adam Thielen","91.5",2024,34,"CAR",10,10,"91.5","139.5","9.15","13.95","WR"
1879,"Andrew Thomas","0.0",2024,25,"NYG",6,6,"0.0","0.0","0.00","0.00","LT"
1880,"Brian Thomas","197.0",2024,22,"JAX",17,16,"197.0","284.0","11.59","16.71","WR"
1881,"Cameron Thomas","0.0",2024,24,"CLE,KAN",9,0,"0.0","0.0","0.00","0.00","DE"
1882,"Daniel Thomas","0.0",2024,26,"JAX",15,0,"0.0","0.0","0.00","0.00","S"
1883,"Drake Thomas","0.0",2024,24,"SEA",17,0,"0.0","0.0","0.00","0.00","LB"
1884,"Ian Thomas","0.7",2024,28,"CAR",5,2,"0.7","3.7","0.14","0.74","TE"
1885,"Isaiah Thomas","0.0",2024,26,"DET",2,0,"0.0","0.0","0.00","0.00","DL"
1886,"Juanyeh Thomas","6.4",2024,24,"DAL",13,0,"6.4","7.4","0.49","0.57","S"
1887,"Keir Thomas","0.0",2024,26,"LAR",1,1,"0.0","0.0","0.00","0.00","OLB"
1888,"Rodney Thomas II","0.0",2024,26,"IND",17,1,"0.0","0.0","0.00","0.00","S"
1889,"Solomon Thomas","0.0",2024,29,"NYJ",16,1,"0.0","0.0","0.00","0.00","DL"
1890,"Starling Thomas","0.0",2024,24,"ARI",17,15,"0.0","0.0","0.00","0.00","RCB"
1891,"Tavierre Thomas","0.0",2024,28,"TAM",17,0,"0.0","0.0","0.00","0.00","CB"
1892,"Xavier Thomas","0.0",2024,25,"ARI",14,0,"0.0","0.0","0.00","0.00","OLB"
